Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1745609492,100,,Aggregated,35.900000,5.100000,710,960,1100,1100,1400,1600,2100,2200,3100,3100,3100,828,136,710.0,814.5385512056904,244.8597999755293,3060.398800065741,1289711.6642512078
1745609493,100,,Aggregated,36.000000,4.800000,710,940,1100,1100,1400,1600,2100,2200,3100,3100,3100,858,140,710.0,810.7575277365323,244.8597999755293,3060.398800065741,1295163.36013986
1745609494,100,,Aggregated,36.500000,5.200000,710,930,1100,1100,1400,1600,2100,2200,3100,3100,3100,890,144,710.0,807.010497300352,239.90039993077517,3060.398800065741,1297047.5573033707
1745609495,100,,Aggregated,37.200000,5.600000,700,940,1100,1100,1400,1600,2100,2200,3100,3100,3100,938,149,700.0,806.8740863500954,239.90039993077517,3060.398800065741,1305487.5031982942
1745609496,100,,Aggregated,35.600000,5.500000,700,930,1100,1100,1400,1600,2100,2200,3100,3100,3100,967,151,700.0,806.2067904823576,239.90039993077517,3060.398800065741,1306695.2233712513
1745609497,100,,Aggregated,36.900000,5.500000,700,930,1100,1100,1400,1600,2100,2200,2600,3100,3100,1005,159,700.0,800.979371339926,239.90039993077517,3060.398800065741,1317413.2348258707
1745609498,100,,Aggregated,36.500000,5.300000,700,920,1100,1100,1300,1600,2100,2200,2600,3100,3100,1042,167,700.0,796.1896150638823,239.90039993077517,3060.398800065741,1319179.9021113245
1745609499,100,,Aggregated,36.200000,5.700000,700,920,1000,1100,1300,1600,2100,2200,2600,3100,3100,1078,174,700.0,794.645239050666,239.90039993077517,3060.398800065741,1326275.9786641928
1745609500,100,,Aggregated,36.400000,5.600000,700,920,1000,1100,1300,1600,2100,2200,2600,3100,3100,1111,180,700.0,790.3351467111149,239.90039993077517,3060.398800065741,1333584.196219622
1745609501,100,,Aggregated,36.600000,5.900000,700,900,1000,1100,1300,1600,2100,2200,2600,3100,3100,1151,187,700.0,787.6662233679334,239.90039993077517,3060.398800065741,1339759.09730669
1745609502,100,,Aggregated,36.400000,5.700000,690,900,1000,1100,1300,1600,2100,2200,2600,3100,3100,1184,194,690.0,784.9862551486916,239.90039993077517,3060.398800065741,1343557.4577702703
1745609503,100,,Aggregated,35.900000,5.800000,690,900,1000,1100,1300,1600,1900,2200,2600,3100,3100,1226,200,690.0,784.9285392296541,239.90039993077517,3060.398800065741,1348405.9543230017
1745609504,100,,Aggregated,36.000000,5.700000,690,900,1000,1100,1300,1600,1900,2200,2600,3100,3100,1261,205,690.0,783.3964769194134,239.90039993077517,3060.398800065741,1356919.5939730373
1745609505,100,,Aggregated,34.700000,5.600000,690,870,1000,1100,1300,1600,1900,2200,2600,3100,3100,1299,221,690.0,775.6442059250154,239.90039993077517,3060.398800065741,1343154.0300230947
1745609506,100,,Aggregated,37.100000,6.300000,680,850,1000,1100,1300,1500,1900,2200,2600,3100,3100,1345,232,680.0,770.9436281750387,239.90039993077517,3060.398800065741,1339250.3873605947
1745609507,100,,Aggregated,36.800000,6.500000,680,850,1000,1100,1300,1500,1900,2200,2600,3100,3100,1374,238,680.0,769.586907857297,239.90039993077517,3060.398800065741,1345925.285298399
1745609508,100,,Aggregated,36.700000,7.400000,680,820,1000,1100,1300,1500,1900,2200,2600,3100,3100,1415,250,680.0,764.1993090429742,235.73089996352792,3060.398800065741,1348651.3696113075
1745609509,100,,Aggregated,38.100000,7.800000,670,810,1000,1100,1200,1500,1900,2200,2600,3100,3100,1453,259,670.0,760.9907675129717,235.73089996352792,3060.398800065741,1356453.9504473503
1745609510,100,,Aggregated,36.400000,7.900000,670,810,1000,1100,1200,1500,1900,2200,2600,3100,3100,1487,266,670.0,759.1236500992053,235.73089996352792,3060.398800065741,1353886.8379287156
1745609511,100,,Aggregated,37.400000,8.500000,670,810,1000,1100,1200,1500,1800,2200,2600,3100,3100,1527,271,670.0,759.7030276991,235.73089996352792,3060.398800065741,1363200.6496398167
1745609512,100,,Aggregated,37.500000,8.500000,670,810,1000,1100,1200,1500,1800,2200,2600,3100,3100,1564,274,670.0,758.2602840129231,235.73089996352792,3060.398800065741,1367111.5869565217
1745609513,100,,Aggregated,37.400000,8.600000,670,810,1000,1100,1200,1500,1800,2200,2600,3100,3100,1606,284,670.0,755.7503341821546,235.73089996352792,3060.398800065741,1363461.5672478208
1745609514,100,,Aggregated,37.800000,8.200000,670,810,1000,1100,1200,1500,1800,2200,2600,3100,3100,1638,289,670.0,755.194150852392,235.73089996352792,3060.398800065741,1360579.7356532356
1745609515,100,,Aggregated,38.100000,7.900000,670,810,1000,1100,1200,1500,1700,2200,2600,3100,3100,1682,301,670.0,752.1461931016578,235.73089996352792,3060.398800065741,1362615.2996432818
1745609516,100,,Aggregated,37.300000,8.100000,670,810,1000,1100,1200,1500,1700,2200,2600,3100,3100,1715,307,670.0,753.4908094439307,235.73089996352792,3060.398800065741,1366161.730612245
1745609517,100,,Aggregated,37.600000,8.400000,670,810,1000,1100,1200,1500,1700,2200,2600,3100,3100,1754,317,670.0,749.7475559844719,235.73089996352792,3060.398800065741,1360183.9287343216
1745609518,100,,Aggregated,37.900000,7.800000,670,810,1000,1100,1200,1500,1700,2200,2600,3100,3100,1791,322,670.0,748.5038676695136,235.73089996352792,3060.398800065741,1367797.8235622558
1745609519,100,,Aggregated,36.800000,7.600000,670,810,1000,1100,1200,1400,1700,2100,2600,3100,3100,1831,328,670.0,750.5634510626428,235.73089996352792,3060.398800065741,1367218.9208083015
1745609520,100,,Aggregated,38.400000,7.800000,670,810,1000,1100,1200,1400,1700,2100,2600,3100,3100,1866,336,670.0,750.0402125911008,235.73089996352792,3060.398800065741,1364093.5728831727
