Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1745598040,10,,Aggregated,1.125000,0.250000,1100,1200,1300,1500,2200,2600,2600,2600,2600,2600,2600,19,3,1100.0,1118.0476000360948,317.3740999773145,2607.5112000107765,1510040.2631578948
1745598041,10,,Aggregated,1.222222,0.222222,1100,1300,1500,1500,1900,2200,2600,2600,2600,2600,2600,23,4,1100.0,1096.1008478644426,265.75740007683635,2607.5112000107765,1660099.7826086956
1745598042,10,,Aggregated,1.700000,0.300000,1000,1100,1300,1500,1900,2200,2600,2600,2600,2600,2600,28,6,930.0,1007.1148071853843,251.35609996505082,2607.5112000107765,1535437.6785714286
1745598043,10,,Aggregated,2.000000,0.300000,930,1100,1300,1500,1900,2200,2600,2600,2600,2600,2600,30,6,830.0,982.1790400426835,251.35609996505082,2607.5112000107765,1488946.3333333333
1745598044,10,,Aggregated,2.200000,0.300000,930,1100,1300,1500,1900,2200,2600,2600,2600,2600,2600,35,7,930.0,1010.4204057516264,251.35609996505082,2607.5112000107765,1490807.5142857144
1745598045,10,,Aggregated,2.700000,0.500000,930,1100,1300,1300,1900,2200,2600,2600,2600,2600,2600,38,7,830.0,986.8220763501564,251.35609996505082,2607.5112000107765,1432884.894736842
1745598046,10,,Aggregated,2.700000,0.400000,930,1100,1300,1300,1900,2200,2600,2600,2600,2600,2600,41,7,930.0,1005.3691975942745,251.35609996505082,2607.5112000107765,1490197.7073170731
1745598047,10,,Aggregated,3.000000,0.500000,930,1100,1300,1500,1900,2200,2600,2600,2600,2600,2600,45,7,930.0,1016.2827733645422,251.35609996505082,2607.5112000107765,1579675.7333333334
1745598048,10,,Aggregated,3.200000,0.500000,1000,1100,1300,1500,1900,2200,2600,2600,2600,2600,2600,50,9,930.0,1003.1147840246558,251.35609996505082,2607.5112000107765,1613391.22
1745598049,10,,Aggregated,3.500000,0.500000,930,1100,1300,1300,1900,2200,2200,2600,2600,2600,2600,53,9,930.0,990.9238302113735,251.35609996505082,2607.5112000107765,1607071.6792452831
1745598050,10,,Aggregated,3.600000,0.500000,810,1100,1200,1300,1900,2200,2200,2600,2600,2600,2600,57,9,810.0,969.8783859871982,251.35609996505082,2607.5112000107765,1628184.0175438595
1745598051,10,,Aggregated,3.900000,0.700000,810,1100,1300,1300,1900,2200,2200,2600,2600,2600,2600,60,10,800.0,966.0173916917605,251.35609996505082,2607.5112000107765,1612832.7333333334
1745598052,10,,Aggregated,3.600000,0.600000,810,1100,1200,1300,1700,2100,2200,2600,2600,2600,2600,63,10,810.0,965.4528603423387,251.35609996505082,2607.5112000107765,1641906.5555555555
1745598053,10,,Aggregated,3.700000,0.600000,810,1100,1200,1300,1700,2100,2200,2600,2600,2600,2600,66,11,800.0,952.0338303268408,251.35609996505082,2607.5112000107765,1625128.9545454546
1745598054,10,,Aggregated,3.700000,0.600000,810,1100,1200,1300,1700,2100,2200,2600,2600,2600,2600,68,11,800.0,943.6083309051088,251.35609996505082,2607.5112000107765,1597194.044117647
1745598055,10,,Aggregated,3.500000,0.400000,760,1100,1100,1300,1600,2100,2200,2600,2600,2600,2600,74,11,750.0,922.436497318936,251.35609996505082,2607.5112000107765,1593850.1756756757
1745598056,10,,Aggregated,3.700000,0.500000,750,1100,1100,1200,1600,2100,2200,2600,2600,2600,2600,79,11,750.0,911.4727835654269,251.35609996505082,2607.5112000107765,1537674.582278481
1745598057,10,,Aggregated,3.500000,0.400000,750,1100,1100,1200,1600,1900,2200,2600,2600,2600,2600,82,11,730.0,907.6733292881172,251.35609996505082,2607.5112000107765,1509148.4390243902
1745598058,10,,Aggregated,3.600000,0.400000,750,1000,1100,1200,1600,1900,2200,2600,2600,2600,2600,83,11,750.0,905.7984674876802,251.35609996505082,2607.5112000107765,1501666.1204819276
1745598059,10,,Aggregated,3.800000,0.400000,730,1000,1100,1200,1600,1900,2200,2600,2600,2600,2600,90,11,720.0,886.1860311253824,251.35609996505082,2607.5112000107765,1542814.0
1745598060,10,,Aggregated,3.700000,0.400000,730,1000,1100,1100,1500,1900,2200,2600,2600,2600,2600,91,11,730.0,887.2424527608717,251.35609996505082,2607.5112000107765,1532546.3406593406
1745598061,10,,Aggregated,3.300000,0.200000,710,1000,1100,1100,1500,1900,2200,2600,2600,2600,2600,95,11,710.0,876.1210536951885,251.35609996505082,2607.5112000107765,1572071.2
1745598062,10,,Aggregated,3.700000,0.200000,720,1000,1100,1100,1500,1900,2200,2600,2600,2600,2600,98,11,710.0,878.359940827216,251.35609996505082,2607.5112000107765,1544173.2857142857
1745598063,10,,Aggregated,3.500000,0.200000,720,1000,1100,1100,1500,1900,2200,2200,2600,2600,2600,102,12,710.0,872.3430902053437,251.35609996505082,2607.5112000107765,1529712.2843137255
1745598064,10,,Aggregated,3.500000,0.100000,710,1000,1100,1100,1500,1900,2200,2200,2600,2600,2600,106,13,700.0,863.2561509532608,242.47250007465482,2607.5112000107765,1495268.9056603773
1745598065,10,,Aggregated,3.500000,0.100000,700,1000,1100,1100,1500,1900,2200,2200,2600,2600,2600,109,14,700.0,859.0691559734421,242.47250007465482,2607.5112000107765,1471381.9449541285
1745598066,10,,Aggregated,3.500000,0.100000,700,1000,1100,1100,1300,1900,2200,2200,2600,2600,2600,114,15,680.0,848.7883886044616,242.47250007465482,2607.5112000107765,1477728.9561403508
1745598067,10,,Aggregated,3.600000,0.200000,700,1000,1100,1100,1300,1900,2200,2200,2600,2600,2600,120,16,680.0,843.7942100087336,242.47250007465482,2607.5112000107765,1455347.2833333334
1745598068,10,,Aggregated,3.500000,0.300000,690,1000,1100,1100,1300,1700,2200,2200,2600,2600,2600,121,16,690.0,842.4836223221515,242.47250007465482,2607.5112000107765,1468226.2231404958
1745598069,10,,Aggregated,3.500000,0.400000,690,1000,1100,1100,1300,1700,2200,2200,2600,2600,2600,126,18,680.0,833.2562698476341,242.47250007465482,2607.5112000107765,1430725.1984126985
1745598070,10,,Aggregated,3.800000,0.500000,700,1000,1100,1100,1300,1700,2200,2200,2600,2600,2600,131,18,700.0,834.6235320675862,242.47250007465482,2607.5112000107765,1420458.0152671756
1745598071,10,,Aggregated,3.800000,0.500000,700,1000,1100,1100,1300,1700,2200,2200,2600,2600,2600,131,18,700.0,834.6235320675862,242.47250007465482,2607.5112000107765,1420458.0152671756
1745598072,10,,Aggregated,3.600000,0.700000,700,1000,1100,1100,1300,1700,2200,2200,2600,2600,2600,137,19,700.0,835.1655496440719,242.47250007465482,2607.5112000107765,1436022.6058394162
1745598073,10,,Aggregated,3.900000,0.700000,700,1000,1100,1100,1300,1600,2200,2200,2600,2600,2600,141,20,700.0,831.0989695122294,242.47250007465482,2607.5112000107765,1443846.4539007093
1745598074,10,,Aggregated,3.600000,0.700000,700,1000,1100,1100,1300,1600,2200,2200,2600,2600,2600,144,21,690.0,827.0439965369102,242.47250007465482,2607.5112000107765,1440370.5208333333
1745598076,10,,Aggregated,3.900000,0.800000,680,1000,1100,1100,1300,1600,2200,2200,2600,2600,2600,147,22,680.0,821.9460979671072,242.47250007465482,2607.5112000107765,1438289.4965986395
1745598077,10,,Aggregated,3.900000,0.800000,690,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,151,22,690.0,830.4670450434903,242.47250007465482,2607.5112000107765,1464067.4238410597
1745598078,10,,Aggregated,3.800000,0.800000,700,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,154,22,690.0,832.1813844256224,242.47250007465482,2607.5112000107765,1478933.7922077922
1745598079,10,,Aggregated,3.800000,0.800000,700,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,157,23,700.0,832.8450235751736,242.47250007465482,2607.5112000107765,1459731.5732484076
1745598080,10,,Aggregated,3.700000,0.700000,700,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,161,23,700.0,833.6540621210769,242.47250007465482,2607.5112000107765,1455021.3167701864
1745598081,10,,Aggregated,3.400000,0.600000,710,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,164,24,700.0,833.6810292789667,242.47250007465482,2607.5112000107765,1451705.024390244
1745598082,10,,Aggregated,3.600000,0.700000,720,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,169,24,720.0,839.4883153946332,242.47250007465482,2607.5112000107765,1456868.50295858
1745598083,10,,Aggregated,3.500000,0.500000,720,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,172,25,710.0,832.5849755905396,242.47250007465482,2607.5112000107765,1441828.6046511629
1745598084,10,,Aggregated,3.300000,0.600000,710,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,176,26,700.0,829.3651591004825,242.47250007465482,2607.5112000107765,1448728.3977272727
1745598085,10,,Aggregated,3.500000,0.600000,700,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,181,27,700.0,826.6855884068106,242.47250007465482,2607.5112000107765,1464475.9668508288
1745598086,10,,Aggregated,3.500000,0.600000,710,1000,1100,1100,1300,1600,2100,2200,2600,2600,2600,182,27,700.0,828.2758445148919,242.47250007465482,2607.5112000107765,1459775.9285714286
