Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1745604443,50,,Aggregated,18.200000,2.400000,700,980,1100,1100,1300,1600,2100,2200,2900,2900,2900,595,95,700.0,803.2036672322815,237.4030000064522,2855.1896000280976,1494978.131092437
1745604444,50,,Aggregated,17.500000,2.300000,700,980,1100,1100,1300,1600,2100,2200,2900,2900,2900,614,96,700.0,805.1828537515519,237.4030000064522,2855.1896000280976,1500581.7752442998
1745604445,50,,Aggregated,17.700000,2.500000,700,980,1100,1100,1300,1600,2100,2200,2900,2900,2900,632,100,700.0,803.1741349749367,237.4030000064522,2855.1896000280976,1504157.67721519
1745604446,50,,Aggregated,17.800000,2.200000,700,980,1100,1100,1300,1500,2100,2200,2900,2900,2900,648,102,700.0,802.3270003146918,237.4030000064522,2855.1896000280976,1504718.5540123456
1745604447,50,,Aggregated,17.800000,2.100000,700,980,1100,1100,1300,1500,2100,2200,2900,2900,2900,671,103,700.0,803.9868979190161,237.4030000064522,2855.1896000280976,1504741.8032786886
1745604448,50,,Aggregated,17.300000,2.100000,700,980,1100,1100,1300,1500,2100,2200,2900,2900,2900,689,106,700.0,804.6312242423973,237.4030000064522,2855.1896000280976,1499082.9521044993
1745604449,50,,Aggregated,18.100000,2.100000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,703,109,700.0,801.1532065479793,237.4030000064522,2855.1896000280976,1491876.3954480796
1745604450,50,,Aggregated,18.300000,1.900000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,723,113,700.0,798.5849352733826,237.4030000064522,2855.1896000280976,1484525.1272475796
1745604451,50,,Aggregated,17.800000,2.100000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,741,118,700.0,795.779650070668,237.4030000064522,2855.1896000280976,1478173.160593792
1745604452,50,,Aggregated,17.800000,2.300000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,758,120,700.0,796.3464984198476,237.4030000064522,2855.1896000280976,1484081.7849604222
1745604453,50,,Aggregated,17.800000,2.600000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,779,122,700.0,796.8334930707415,237.4030000064522,2855.1896000280976,1489605.328626444
1745604454,50,,Aggregated,18.300000,2.700000,700,980,1100,1100,1300,1500,2000,2200,2900,2900,2900,794,124,700.0,797.3294400537307,237.4030000064522,2855.1896000280976,1494152.283375315
1745604455,50,,Aggregated,18.100000,2.600000,700,980,1100,1100,1300,1500,1900,2200,2900,2900,2900,813,127,700.0,796.5225772473957,237.4030000064522,2855.1896000280976,1493958.9692496925
1745604456,50,,Aggregated,17.900000,2.800000,700,980,1100,1100,1300,1500,1900,2200,2900,2900,2900,832,130,700.0,793.7003046905514,237.4030000064522,2855.1896000280976,1485768.9783653845
1745604457,50,,Aggregated,17.700000,2.800000,700,980,1100,1100,1300,1500,1900,2200,2900,2900,2900,849,131,700.0,791.3371235600073,237.4030000064522,2855.1896000280976,1489862.7232037692
1745604458,50,,Aggregated,18.100000,2.800000,700,980,1100,1100,1200,1500,1900,2200,2900,2900,2900,871,136,700.0,787.9362338712817,237.4030000064522,2855.1896000280976,1485966.5086107922
1745604459,50,,Aggregated,17.500000,2.800000,690,970,1000,1100,1200,1500,1900,2200,2900,2900,2900,889,139,690.0,785.809007763739,237.4030000064522,2855.1896000280976,1484988.8717660292
1745604460,50,,Aggregated,18.000000,3.000000,690,970,1000,1100,1200,1500,1800,2200,2900,2900,2900,906,144,690.0,783.9710975739648,237.4030000064522,2855.1896000280976,1480957.2373068433
1745604461,50,,Aggregated,18.700000,3.000000,690,970,1000,1100,1200,1500,1900,2200,2900,2900,2900,927,151,690.0,782.4678617065417,237.4030000064522,2855.1896000280976,1479969.3851132686
